date,pm25, pm10, o3, no2, co,avgT,humid,pressure-monthly,windDir,windSpd
11/19/2018,29,50,19.30,31.91,1.45,30.20,83.00,1010.15,270.00,6.00
11/20/2018,25,40,30.96,30.48,1.31,30.10,78.00,1010.15,270.00,6.00
11/21/2018,29,46,35.52,29.04,1.31,30.70,72.00,1010.15,270.00,7.00
11/22/2018,31,48,31.43,29.13,1.40,31.10,72.00,1010.15,240.00,7.00
11/23/2018,22,40,31.04,20.29,1.26,30.50,70.00,1010.15,290.00,8.00
11/24/2018,17,35,38.30,24.22,1.32,29.50,69.00,1010.15,120.00,6.00
11/25/2018,27,52,29.39,31.22,1.35,30.00,65.00,1010.15,120.00,5.00
11/26/2018,29,50,33.52,30.22,1.27,29.50,63.00,1010.15,70.00,5.00
11/27/2018,27,45,29.22,22.65,1.17,29.30,66.00,1010.15,110.00,5.00
11/28/2018,18,33,25.26,23.43,1.25,27.00,73.00,1010.15,320.00,6.00
11/29/2018,25,46,23.52,29.13,1.39,28.60,70.00,1010.15,240.00,6.00
11/30/2018,39,59,25.61,30.57,1.47,29.80,73.00,1010.15,240.00,6.00
12/1/2018,34,55,20.91,33.22,1.49,30.70,69.00,1010.87,130.00,6.00
12/2/2018,27,50,27.04,28.70,1.46,31.00,72.00,1010.87,120.00,8.00
12/3/2018,27,44,22.61,26.13,1.34,31.40,68.00,1010.87,90.00,8.00
12/4/2018,34,58,20.91,35.00,1.46,31.90,68.00,1010.87,110.00,8.00
12/5/2018,26,44,23.09,21.04,1.29,31.80,66.00,1010.87,80.00,7.00
12/6/2018,22,42,24.48,23.70,1.35,31.90,64.00,1010.87,90.00,7.00
12/7/2018,33,53,16.91,31.00,1.44,31.50,67.00,1010.87,120.00,6.00
12/8/2018,18,32,5.39,18.17,1.30,28.20,89.00,1010.87,240.00,8.00
12/9/2018,24,39,10.09,18.35,1.37,28.30,84.00,1010.87,90.00,6.00
12/10/2018,22,41,17.65,24.87,1.51,28.00,78.00,1010.87,330.00,7.00
12/11/2018,26,49,18.83,29.52,1.58,29.20,76.00,1010.87,310.00,8.00
12/12/2018,21,42,8.91,28.62,1.59,28.00,77.00,1010.87,100.00,6.00
12/13/2018,19,35,17.09,23.35,1.61,28.00,69.00,1010.87,120.00,8.00
12/14/2018,23,47,19.70,30.39,1.70,27.30,67.00,1010.87,140.00,6.00
12/15/2018,26,47,21.96,26.87,1.69,28.50,64.00,1010.87,150.00,6.00
12/16/2018,25,43,19.83,26.13,1.69,29.10,63.00,1010.87,240.00,6.00
12/17/2018,22,37,26.48,24.57,1.61,28.90,64.00,1010.87,90.00,7.00
12/18/2018,24,44,30.33,21.79,1.59,29.00,65.00,1010.87,100.00,9.00
12/19/2018,38,60,33.39,29.48,1.76,29.70,62.00,1010.87,100.00,6.00
12/20/2018,61,88,44.61,43.78,2.13,29.50,70.00,1010.87,130.00,8.00
12/21/2018,57,81,56.35,36.13,2.00,30.20,71.00,1010.87,130.00,8.00
12/22/2018,45,69,41.61,25.74,1.74,30.90,72.00,1010.87,80.00,5.00
12/23/2018,44,65,33.48,19.70,1.61,31.30,69.00,1010.87,310.00,7.00
12/24/2018,40,61,30.13,23.30,1.59,30.40,65.00,1010.87,290.00,7.00
12/25/2018,43,60,27.35,31.65,1.69,29.60,65.00,1010.87,300.00,6.00
12/26/2018,49,73,31.87,39.09,1.91,29.60,67.00,1010.87,120.00,8.00
12/27/2018,49,76,32.26,37.04,1.85,29.40,64.00,1010.87,120.00,7.00
12/28/2018,60,81,40.22,30.87,1.83,30.00,71.00,1010.87,150.00,8.00
12/29/2018,18,35,30.35,12.48,1.47,28.00,78.00,1010.87,150.00,8.00
12/30/2018,19,31,29.26,12.61,1.55,27.20,77.00,1010.87,240.00,6.00
12/31/2018,14,29,35.13,15.13,1.65,27.00,71.00,1010.87,,7.00
1/1/2019,23,34,27.70,24.00,1.69,26.80,67.00,1012.32,0.00,6.00
1/2/2019,23,34,26.83,25.87,1.63,26.70,63.00,1012.32,0.00,8.00
1/3/2019,24,41,17.70,29.95,1.30,25.10,67.00,1012.32,0.00,6.00
1/4/2019,28,50,14.43,39.39,1.05,26.50,68.00,1012.32,0.00,5.00
1/5/2019,35,59,10.78,43.22,1.42,27.00,72.00,1012.32,0.00,6.00
1/6/2019,63,82,24.78,33.43,1.07,28.80,78.00,1012.32,0.00,6.00
1/7/2019,56,79,40.35,28.26,0.98,29.20,75.00,1012.32,0.00,7.00
1/8/2019,23,36,25.00,16.65,0.60,29.30,82.00,1012.32,0.00,7.00
1/9/2019,24,42,12.57,36.52,0.87,28.20,83.00,1012.32,0.00,6.00
1/10/2019,35,54,26.61,40.57,1.01,29.40,80.00,1012.32,0.00,6.00
1/11/2019,59,88,35.09,53.78,1.17,29.70,75.00,1012.32,0.00,7.00
1/12/2019,53,72,33.48,40.43,1.03,30.10,74.00,1012.32,0.00,8.00
1/13/2019,55,80,30.57,31.48,1.12,30.60,73.00,1012.32,0.00,8.00
1/14/2019,57,79,41.38,30.05,1.10,30.90,76.00,1012.32,0.00,6.00
1/15/2019,46,68,32.65,34.22,1.17,29.70,77.00,1012.32,0.00,5.00
1/16/2019,38,55,28.61,25.91,0.97,30.10,71.00,1012.32,0.00,6.00
1/17/2019,38,65,29.35,27.09,0.91,30.30,62.00,1012.32,0.00,8.00
1/18/2019,32,50,33.39,19.74,1.10,29.50,69.00,1012.32,0.00,8.00
1/19/2019,44,66,34.83,25.96,1.20,29.20,67.00,1012.32,0.00,6.00
1/20/2019,44,67,40.57,37.67,1.30,30.00,68.00,1012.32,0.00,7.00
1/21/2019,55,89,37.91,45.09,1.47,30.80,72.00,1012.32,0.00,6.00
1/22/2019,39,59,35.74,27.26,0.99,30.30,66.00,1012.32,0.00,7.00
1/23/2019,36,59,34.00,30.61,1.01,29.20,63.00,1012.32,0.00,8.00
1/24/2019,36,52,28.13,38.26,1.03,28.90,57.00,1012.32,0.00,7.00
1/25/2019,50,77,27.43,49.65,1.33,28.90,53.00,1012.32,0.00,6.00
1/26/2019,46,69,27.57,38.48,1.05,29.00,49.00,1012.32,0.00,7.00
1/27/2019,42,62,33.22,28.13,0.85,28.00,54.00,1012.32,0.00,6.00
1/28/2019,49,72,35.52,40.22,1.05,28.40,57.00,1012.32,0.00,7.00
1/29/2019,56,91,32.78,51.57,1.32,28.40,53.00,1012.32,0.00,6.00
1/30/2019,70,102,38.57,60.52,1.57,29.00,62.00,1012.32,0.00,6.00
1/31/2019,56,84,43.43,27.48,1.13,30.60,70.00,1012.32,0.00,6.00
2/1/2019,33,54,40.35,19.57,0.89,30.70,70.00,1011.67,0.00,7.00
2/2/2019,29,46,46.22,15.74,1.31,30.30,73.00,1011.67,0.00,7.00
2/3/2019,21,34,31.30,14.61,1.80,30.40,75.00,1011.67,0.00,8.00
2/4/2019,21,37,38.13,13.65,1.81,30.90,74.00,1011.67,0.00,9.00
2/5/2019,21,41,35.90,10.26,1.38,30.80,75.00,1011.67,0.00,8.00
2/6/2019,17,30,27.83,8.83,0.67,30.40,78.00,1011.67,0.00,8.00
2/7/2019,21,33,32.65,9.26,0.77,30.70,75.00,1011.67,0.00,9.00
2/8/2019,21,33,30.35,11.91,0.80,30.70,75.00,1011.67,0.00,7.00
2/9/2019,15,28,21.57,11.00,0.79,30.90,76.00,1011.67,0.00,7.00
2/10/2019,18,32,28.13,8.83,0.80,30.90,78.00,1011.67,0.00,8.00
2/11/2019,22,33,33.74,10.78,0.84,30.20,77.00,1011.67,0.00,6.00
2/12/2019,25,41,41.54,19.33,0.92,30.50,73.00,1011.67,0.00,6.00
2/13/2019,50,71,55.57,22.00,1.14,30.80,70.00,1011.67,0.00,9.00
2/14/2019,24,39,37.91,10.05,0.84,30.60,73.00,1011.67,0.00,8.00
2/15/2019,22,37,36.24,12.05,0.76,30.40,73.00,1011.67,0.00,10.00
2/16/2019,21,33,36.09,8.87,0.45,30.60,72.00,1011.67,0.00,9.00
2/17/2019,15,28,32.52,7.61,0.44,30.00,74.00,1011.67,,10.00
2/18/2019,13,22,27.26,9.22,0.46,,75.00,1011.67,,
2/19/2019,7,18,21.00,9.65,0.44,,71.00,1011.67,,
2/20/2019,8,17,23.78,10.17,0.47,,72.00,1011.67,,
2/21/2019,13,24,32.70,10.91,0.57,,74.00,1011.67,,
2/22/2019,10,20,21.43,10.61,0.50,,71.00,1011.67,,
2/23/2019,16,27,29.26,9.78,0.56,,74.00,1011.67,,
2/24/2019,15,29,31.88,8.08,0.55,,77.00,1011.67,,
2/25/2019,16,30,32.35,8.83,0.57,,75.00,1011.67,,
2/26/2019,18,29,34.44,8.65,0.57,31.30,74.00,1011.67,0.00,9.00
2/27/2019,22,37,39.78,11.39,0.70,30.80,72.00,1011.67,0.00,6.00
2/28/2019,25,40,42.26,10.57,0.70,31.20,72.00,1011.67,0.00,6.00
3/1/2019,24,37,34.09,11.48,0.75,,72.00,1009.61,,
3/2/2019,26,37,36.48,10.09,0.74,,71.00,1009.61,,
3/3/2019,24,36,39.71,7.54,0.73,,73.00,1009.61,,
3/4/2019,17,39,31.50,8.14,0.68,,75.00,1009.61,,
3/5/2019,22,37,39.13,11.61,0.74,,71.00,1009.61,,
3/6/2019,20,35,32.43,14.09,0.73,,70.00,1009.61,,
3/7/2019,11,23,23.96,11.57,0.68,31.60,70.00,1009.61,160.00,10.00
3/8/2019,14,24,24.74,13.09,0.69,31.30,74.00,1009.61,240.00,7.00
3/9/2019,14,24,28.91,9.96,0.68,31.00,73.00,1009.61,0.00,3.00
3/10/2019,15,22,30.52,7.87,0.56,31.10,74.00,1009.61,140.00,7.00
3/11/2019,19,30,36.78,12.65,0.60,31.50,82.00,1009.61,130.00,7.00
3/12/2019,32,43,44.57,17.39,0.65,32.10,68.00,1009.61,150.00,6.00
3/13/2019,22,33,28.43,11.70,0.56,31.20,71.00,1009.61,240.00,7.00
3/14/2019,16,27,24.87,10.61,0.56,31.60,72.00,1009.61,240.00,8.00
3/15/2019,13,25,27.30,11.09,0.57,31.70,85.00,1009.61,150.00,8.00
3/16/2019,23,38,24.39,21.78,0.78,28.10,79.00,1009.61,240.00,8.00
3/17/2019,26,39,38.74,13.35,0.77,30.50,79.00,1009.61,150.00,8.00
3/18/2019,29,44,37.67,9.67,0.72,31.20,77.00,1009.61,140.00,7.00
3/19/2019,24,37,39.43,10.87,0.80,32.00,75.00,1009.61,130.00,9.00
3/20/2019,20,29,34.30,9.74,0.74,31.70,78.00,1009.61,150.00,8.00
3/21/2019,21,31,34.87,13.30,0.75,32.10,77.00,1009.61,150.00,10.00
3/22/2019,27,39,44.04,13.96,0.78,32.50,74.00,1009.61,240.00,7.00
3/23/2019,32,45,36.00,13.83,0.80,32.50,75.00,1009.61,150.00,7.00
3/24/2019,24,34,33.87,10.30,0.73,32.20,74.00,1009.61,270.00,8.00
3/25/2019,21,27,21.54,15.83,0.81,29.20,84.00,1009.61,120.00,8.00
3/26/2019,15,23,33.09,15.87,0.78,31.20,77.00,1009.61,270.00,7.00
3/27/2019,12,24,31.09,9.57,0.73,31.60,78.00,1009.61,150.00,6.00
3/28/2019,17,31,37.35,11.43,0.73,32.40,75.00,1009.61,150.00,8.00
3/29/2019,17,30,27.61,10.91,0.76,31.80,74.00,1009.61,210.00,9.00
3/30/2019,16,29,28.95,9.87,0.81,32.20,78.00,1009.61,120.00,8.00
3/31/2019,21,33,32.39,9.13,0.90,32.60,76.00,1009.61,150.00,8.00
4/1/2019,18,31,20.83,15.43,0.93,32.70,72.00,1007.75,130.00,6.00
4/2/2019,23,34,29.04,17.13,0.78,32.10,76.00,1007.75,150.00,8.00
4/3/2019,16,26,23.22,18.30,0.68,32.00,81.00,1007.75,140.00,7.00
4/4/2019,14,29,17.43,18.96,0.63,31.80,68.00,1007.75,150.00,6.00
4/5/2019,12,23,22.57,11.17,0.56,32.30,74.00,1007.75,240.00,8.00
4/6/2019,18,29,27.48,12.43,0.62,31.50,74.00,1007.75,240.00,8.00
4/7/2019,12,22,31.26,8.57,0.58,31.90,76.00,1007.75,120.00,8.00
4/8/2019,17,29,31.26,17.04,0.69,31.40,76.00,1007.75,240.00,7.00
4/9/2019,10,22,23.78,9.91,0.59,32.10,72.00,1007.75,120.00,8.00
4/10/2019,17,24,26.74,9.35,0.60,33.30,72.00,1007.75,240.00,8.00
4/11/2019,13,25,24.65,8.96,0.60,33.00,74.00,1007.75,250.00,8.00
4/12/2019,17,29,27.00,8.22,0.62,33.10,72.00,1007.75,240.00,9.00
4/13/2019,14,23,27.52,7.13,0.59,32.90,73.00,1007.75,150.00,8.00
4/14/2019,10,18,21.30,6.35,0.54,32.90,72.00,1007.75,240.00,8.00
4/15/2019,10,15,19.65,4.65,0.53,33.40,78.00,1007.75,240.00,9.00
4/16/2019,10,18,23.08,5.21,0.55,33.40,79.00,1007.75,150.00,8.00
4/17/2019,11,18,18.48,7.39,0.55,33.40,77.00,1007.75,150.00,9.00
4/18/2019,16,27,26.09,7.39,0.63,33.50,80.00,1007.75,150.00,8.00
4/19/2019,16,29,25.57,8.91,0.64,33.20,77.00,1007.75,130.00,7.00
4/20/2019,26,43,41.22,13.22,0.66,34.40,74.00,1007.75,150.00,8.00
4/21/2019,18,31,23.78,8.61,0.62,34.40,71.00,1007.75,240.00,8.00
4/22/2019,16,26,38.91,14.48,0.72,34.00,68.00,1007.75,250.00,9.00
4/23/2019,14,24,36.87,12.48,0.68,31.20,74.00,1007.75,210.00,6.00
4/24/2019,18,32,39.00,12.26,0.72,33.80,67.00,1007.75,160.00,6.00
4/25/2019,25,38,35.96,18.87,0.81,34.10,71.00,1007.75,240.00,7.00
4/26/2019,22,38,23.65,17.17,0.79,33.70,69.00,1007.75,120.00,8.00
4/27/2019,11,20,24.09,7.64,0.60,33.20,73.00,1007.75,150.00,6.00
4/28/2019,8,17,22.91,9.04,0.60,33.50,69.00,1007.75,120.00,6.00
4/29/2019,8,17,19.70,9.96,0.68,33.80,70.00,1007.75,0.00,3.00
4/30/2019,8,17,19.70,9.96,0.68,33.80,68.00,1007.75,160.00,7.00
5/1/2019,7,17,28.65,10.74,0.64,34.10,64.00,1006.32,150.00,6.00
5/2/2019,9,17,26.22,13.30,0.63,34.80,61.00,1006.32,290.00,10.00
5/3/2019,12,20,34.22,11.91,0.61,35.10,63.00,1006.32,180.00,8.00
5/4/2019,9,17,25.96,8.17,0.48,34.90,65.00,1006.32,180.00,8.00
5/5/2019,9,17,25.96,8.17,0.48,33.90,66.00,1006.32,160.00,8.00
5/6/2019,12,21,31.87,7.00,,34.30,64.00,1006.32,270.00,10.00
5/7/2019,21,38,36.35,7.74,0.52,33.90,63.00,1006.32,160.00,9.00
5/8/2019,27,54,35.61,12.13,0.55,33.80,64.00,1006.32,270.00,10.00
5/9/2019,28,54,34.43,10.74,0.57,34.10,61.00,1006.32,270.00,12.00
5/10/2019,32,59,38.04,9.96,0.55,33.50,65.00,1006.32,240.00,12.00
5/11/2019,26,48,32.39,16.17,0.61,33.70,67.00,1006.32,240.00,10.00
5/12/2019,24,47,37.87,10.04,0.60,33.60,70.00,1006.32,270.00,6.00
5/13/2019,16,27,35.39,17.65,0.73,29.40,79.00,1006.32,300.00,5.00
5/14/2019,21,32,17.61,21.57,0.86,29.80,86.00,1006.32,300.00,9.00
5/15/2019,30,44,23.13,23.65,0.87,30.80,79.00,1006.32,150.00,5.00
5/16/2019,27,45,21.52,21.13,0.74,31.50,75.00,1006.32,170.00,4.00
5/17/2019,23,41,24.04,14.26,0.64,32.70,86.00,1006.32,150.00,8.00
5/18/2019,26,47,32.48,11.70,0.62,33.60,70.00,1006.32,280.00,10.00
5/19/2019,22,40,30.57,8.65,0.54,34.20,66.00,1006.32,240.00,8.00
5/20/2019,20,36,29.35,8.09,0.60,33.90,70.00,1006.32,320.00,6.00
5/21/2019,20,32,28.87,11.96,0.62,33.40,70.00,1006.32,210.00,7.00
5/22/2019,16,23,21.87,15.17,0.67,31.50,79.00,1006.32,290.00,12.00
5/23/2019,12,22,14.59,20.00,0.77,30.90,79.00,1006.32,280.00,7.00
5/24/2019,16,27,25.74,15.70,0.64,31.50,69.00,1006.32,240.00,7.00
5/25/2019,20,34,27.63,12.21,0.59,32.10,70.00,1006.32,300.00,10.00
5/26/2019,15,24,26.61,10.04,0.56,33.00,69.00,1006.32,150.00,9.00
5/27/2019,13,24,30.30,12.78,0.57,32.30,73.00,1006.32,240.00,8.00
5/28/2019,11,21,20.83,16.74,0.64,31.10,80.00,1006.32,120.00,6.00
5/29/2019,11,19,16.48,16.48,0.66,31.00,80.00,1006.32,150.00,8.00
5/30/2019,10,19,10.39,18.09,0.73,29.60,88.00,1006.32,140.00,7.00
5/31/2019,15,26,19.04,15.52,0.70,31.10,78.00,1006.32,160.00,8.00
6/1/2019,9,19,23.91,13.26,0.59,33.30,73.00,1006.22,150.00,6.00
6/2/2019,8,15,22.70,9.13,0.49,31.50,73.00,1006.22,120.00,8.00
6/3/2019,11,20,33.35,12.43,0.44,31.40,73.00,1006.22,210.00,8.00
6/4/2019,16,25,35.30,12.43,0.45,33.00,74.00,1006.22,100.00,7.00
6/5/2019,10,24,17.65,15.87,0.55,33.30,78.00,1006.22,190.00,7.00
6/6/2019,17,28,24.35,25.91,0.70,30.90,84.00,1006.22,240.00,8.00
6/7/2019,17,27,21.52,26.61,0.74,29.90,88.00,1006.22,290.00,10.00
6/8/2019,12,21,27.58,18.50,0.58,30.50,80.00,1006.22,170.00,6.00
6/9/2019,11,17,16.00,13.96,0.53,31.00,80.00,1006.22,240.00,8.00
6/10/2019,7,16,15.71,13.90,0.50,30.90,72.00,1006.22,240.00,9.00
6/11/2019,10,19,14.95,16.82,0.38,30.20,82.00,1006.22,200.00,9.00
6/12/2019,8,17,14.61,10.22,0.16,31.20,75.00,1006.22,210.00,10.00
6/13/2019,12,21,18.96,9.35,0.13,32.10,72.00,1006.22,180.00,8.00
6/14/2019,10,17,27.13,8.70,0.09,32.50,73.00,1006.22,180.00,8.00
6/15/2019,10,21,34.68,10.50,0.29,32.30,75.00,1006.22,150.00,8.00
6/16/2019,12,21,17.30,17.83,0.59,30.70,84.00,1006.22,240.00,7.00
6/17/2019,11,20,15.39,13.35,0.44,29.40,80.00,1006.22,180.00,9.00
6/18/2019,6,12,18.65,9.83,0.35,31.20,72.00,1006.22,240.00,7.00
6/19/2019,5,14,16.17,10.48,0.36,32.50,74.00,1006.22,150.00,7.00
6/20/2019,12,22,18.91,13.61,0.43,30.90,75.00,1006.22,210.00,6.00
6/21/2019,12,25,26.39,10.61,0.37,32.60,69.00,1006.22,150.00,7.00
6/22/2019,15,26,21.70,7.48,0.33,33.10,66.00,1006.22,240.00,6.00
6/23/2019,12,24,19.22,10.43,0.39,33.50,77.00,1006.22,240.00,8.00
6/24/2019,10,20,19.57,13.35,0.44,31.30,80.00,1006.22,12.00,8.00
6/25/2019,12,20,13.71,17.96,0.58,30.00,84.00,1006.22,280.00,13.00
6/26/2019,9,19,17.41,11.29,0.46,30.80,77.00,1006.22,270.00,10.00
6/27/2019,13,22,13.83,9.71,0.62,30.10,81.00,1006.22,280.00,9.00
6/28/2019,13,23,12.18,6.68,0.55,29.90,81.00,1006.22,180.00,8.00
6/29/2019,11,19,17.09,8.22,0.44,30.20,75.00,1006.22,180.00,9.00
6/30/2019,8,16,17.17,9.09,0.52,29.40,85.00,1006.22,120.00,6.00
7/1/2019,11,23,7.95,16.25,0.70,29.10,84.00,1006.81,240.00,5.00
7/2/2019,16,31,10.04,12.30,0.61,30.90,81.00,1006.81,210.00,6.00
7/3/2019,14,22,6.30,15.74,0.66,27.80,94.00,1006.81,300.00,8.00
7/4/2019,14,25,7.22,15.22,0.66,28.30,88.00,1006.81,240.00,6.00
7/5/2019,10,17,4.17,17.48,0.69,26.50,93.00,1006.81,280.00,6.00
7/6/2019,9,31,7.48,16.74,0.78,29.00,83.00,1006.81,280.00,7.00
7/7/2019,8,24,13.13,13.61,0.43,29.90,74.00,1006.81,280.00,5.00
7/8/2019,12,23,11.00,14.85,0.44,31.50,71.00,1006.81,270.00,6.00
7/9/2019,16,27,13.78,13.04,0.48,30.50,78.00,1006.81,240.00,7.00
7/10/2019,12,25,16.83,11.43,0.51,29.50,75.00,1006.81,260.00,5.00
7/11/2019,14,26,17.78,10.61,0.44,30.90,68.00,1006.81,210.00,6.00
7/12/2019,11,24,20.30,9.74,0.41,31.40,67.00,1006.81,180.00,7.00
7/13/2019,12,25,18.57,9.87,0.40,30.80,72.00,1006.81,270.00,9.00
7/14/2019,10,19,14.91,7.30,0.33,31.60,68.00,1006.81,270.00,6.00
7/15/2019,11,18,16.95,13.14,0.50,31.40,76.00,1006.81,240.00,6.00
7/16/2019,8,15,24.96,10.43,0.40,30.30,74.00,1006.81,120.00,7.00
7/17/2019,9,15,23.00,10.52,0.39,31.00,68.00,1006.81,130.00,6.00
7/18/2019,5,14,24.27,11.32,0.36,30.90,72.00,1006.81,120.00,7.00
7/19/2019,8,17,23.96,10.48,0.35,31.50,71.00,1006.81,240.00,8.00
7/20/2019,13,20,21.65,15.27,0.53,31.30,73.00,1006.81,240.00,6.00
7/21/2019,5,14,18.74,8.22,0.33,31.30,73.00,1006.81,270.00,8.00
7/22/2019,8,18,22.70,13.87,0.43,31.70,71.00,1006.81,120.00,8.00
7/23/2019,12,23,20.09,13.65,0.55,31.30,77.00,1006.81,200.00,7.00
7/24/2019,12,23,11.23,17.18,0.67,29.60,79.00,1006.81,280.00,16.00
7/25/2019,8,21,13.83,13.96,0.57,30.60,80.00,1006.81,160.00,10.00
7/26/2019,16,25,15.71,14.19,0.60,29.70,74.00,1006.81,300.00,6.00
7/27/2019,11,22,22.00,11.00,0.40,31.10,67.00,1006.81,320.00,8.00
7/28/2019,10,21,21.61,9.26,0.41,31.60,66.00,1006.81,240.00,7.00
7/29/2019,12,24,18.48,7.30,0.34,31.60,65.00,1006.81,120.00,8.00
7/30/2019,14,26,16.22,8.35,0.37,30.70,61.00,1006.81,300.00,9.00
7/31/2019,14,23,13.77,10.55,0.41,31.20,67.00,1006.81,270.00,9.00
8/1/2019,11,22,10.35,14.87,0.53,29.50,71.00,1005.71,240.00,14.00
8/2/2019,11,22,12.61,11.74,0.49,29.90,66.00,1005.71,280.00,15.00
8/3/2019,11,22,12.22,10.48,0.47,30.10,67.00,1005.71,290.00,23.00
8/4/2019,10,18,11.87,10.22,0.51,28.80,74.00,1005.71,280.00,11.00
8/5/2019,9,18,12.00,12.52,0.59,28.80,84.00,1005.71,150.00,6.00
8/6/2019,9,17,12.13,11.83,0.57,29.30,82.00,1005.71,120.00,7.00
8/7/2019,8,19,9.30,12.74,0.61,28.90,82.00,1005.71,240.00,8.00
8/8/2019,10,21,8.65,10.78,0.57,28.90,80.00,1005.71,280.00,9.00
8/9/2019,13,23,10.18,13.82,0.49,29.00,83.00,1005.71,260.00,7.00
8/10/2019,8,18,12.26,9.04,0.27,30.30,80.00,1005.71,240.00,6.00
8/11/2019,8,17,18.35,5.61,0.22,30.20,77.00,1005.71,150.00,7.00
8/12/2019,8,16,17.48,6.00,0.23,30.30,78.00,1005.71,140.00,8.00
8/13/2019,11,21,13.17,11.39,0.31,30.20,78.00,1005.71,240.00,8.00
8/14/2019,15,25,14.76,12.81,0.40,30.40,78.00,1005.71,240.00,7.00
8/15/2019,18,26,17.39,9.57,0.37,31.10,76.00,1005.71,240.00,7.00
8/16/2019,15,27,17.43,10.78,0.39,31.50,79.00,1005.71,240.00,8.00
8/17/2019,12,21,11.52,8.83,0.38,30.30,75.00,1005.71,210.00,6.00
8/18/2019,11,19,17.35,8.30,0.35,30.90,71.00,1005.71,270.00,8.00
8/19/2019,18,28,20.13,10.87,0.40,31.60,72.00,1005.71,210.00,6.00
8/20/2019,14,22,11.21,12.96,0.53,31.40,83.00,1005.71,270.00,12.00
8/21/2019,14,23,14.23,11.86,0.45,31.70,76.00,1005.71,200.00,7.00
8/22/2019,11,20,9.17,11.39,0.48,30.70,79.00,1005.71,150.00,15.00
8/23/2019,11,21,10.39,12.91,0.60,29.00,83.00,1005.71,240.00,8.00
8/24/2019,13,21,13.52,12.91,0.46,30.10,77.00,1005.71,120.00,7.00
8/25/2019,12,20,13.52,10.78,0.42,29.90,74.00,1005.71,160.00,8.00
8/26/2019,8,17,11.30,11.65,0.44,29.80,86.00,1005.71,150.00,13.00
8/27/2019,12,21,12.48,11.91,0.45,29.10,77.00,1005.71,280.00,10.00
8/28/2019,9,20,15.22,12.13,0.41,30.60,74.00,1005.71,120.00,8.00
8/29/2019,10,19,14.14,12.14,0.40,29.50,75.00,1005.71,270.00,7.00
8/30/2019,12,25,7.70,18.35,0.61,29.40,84.00,1005.71,140.00,8.00
8/31/2019,11,21,13.22,10.57,0.35,29.40,84.00,1005.71,120.00,8.00
9/1/2019,7,16,13.91,10.22,0.29,29.00,80.00,1008.81,140.00,7.00
9/2/2019,10,19,10.00,13.14,0.21,30.10,77.00,1008.81,160.00,6.00
9/3/2019,11,18,7.41,12.73,0.12,30.30,84.00,1008.81,290.00,9.00
9/4/2019,11,22,6.52,15.35,0.52,30.20,87.00,1008.81,280.00,7.00
9/5/2019,13,24,9.70,14.22,0.53,30.30,84.00,1008.81,270.00,8.00
9/6/2019,10,22,12.78,14.83,0.53,30.30,82.00,1008.81,280.00,5.00
9/7/2019,15,26,9.58,11.58,0.43,30.00,76.00,1008.81,240.00,8.00
9/8/2019,13,22,11.90,11.14,0.41,29.60,81.00,1008.81,150.00,7.00
9/9/2019,13,23,10.70,13.04,0.50,29.70,85.00,1008.81,240.00,6.00
9/10/2019,11,19,10.48,12.43,0.58,30.20,81.00,1008.81,240.00,8.00
9/11/2019,12,21,18.39,12.78,0.52,30.00,76.00,1008.81,250.00,8.00
9/12/2019,13,24,11.68,12.05,0.45,29.20,77.00,1008.81,180.00,6.00
9/13/2019,8,18,12.96,9.48,0.40,29.80,73.00,1008.81,120.00,8.00
9/14/2019,11,19,14.17,16.35,0.53,29.30,86.00,1008.81,150.00,6.00
9/15/2019,13,22,19.61,16.17,0.62,29.00,83.00,1008.81,150.00,6.00
9/16/2019,14,22,14.83,19.74,0.61,29.30,89.00,1008.81,150.00,7.00
9/17/2019,20,32,25.67,17.67,0.52,30.40,84.00,1008.81,150.00,5.00
9/18/2019,16,23,26.83,21.00,0.41,30.60,82.00,1008.81,120.00,21.00
9/19/2019,17,24,26.13,18.61,0.45,30.00,86.00,1008.81,240.00,8.00
9/20/2019,19,30,25.43,25.05,0.44,29.40,85.00,1008.81,160.00,6.00
9/21/2019,11,18,6.04,23.83,0.40,27.30,93.00,1008.81,150.00,5.00
9/22/2019,16,25,24.23,13.68,0.27,27.80,87.00,1008.81,120.00,6.00
9/23/2019,16,24,13.91,16.83,0.27,27.80,95.00,1008.81,100.00,6.00
9/24/2019,18,33,28.30,16.04,0.32,29.50,80.00,1008.81,120.00,5.00
9/25/2019,35,52,34.13,23.35,0.40,30.90,72.00,1008.81,140.00,7.00
9/26/2019,32,55,35.30,31.35,0.50,31.60,69.00,1008.81,300.00,6.00
9/27/2019,26,42,30.00,30.30,0.58,30.90,75.00,1008.81,220.00,7.00
9/28/2019,38,57,40.83,28.13,0.57,31.40,71.00,1008.81,120.00,8.00
9/29/2019,42,61,53.22,25.57,0.48,32.00,66.00,1008.81,120.00,8.00
9/30/2019,59,81,52.68,28.05,0.38,31.40,75.00,1008.81,120.00,8.00
10/1/2019,31,42,34.45,15.00,0.20,31.00,81.00,1009.53,110.00,5.00
10/2/2019,21,30,28.13,19.74,0.28,30.40,77.00,1009.53,150.00,7.00
10/3/2019,18,31,24.39,18.78,0.40,31.40,72.00,1009.53,150.00,8.00
10/4/2019,22,38,11.74,30.13,0.31,30.00,81.00,1009.53,240.00,7.00
